player_id,event_time,event_name,session_id,level,revenue,experiment_id,variant
player_6090,2024-01-01 00:01:00,install,b3e4e388-6a38-4e70-b533-4c74af07f79f,,0.0,tutorial_v2_test,control
player_14089,2024-01-01 00:01:00,install,b08e5433-655e-42d4-8155-a1c8c26675f1,,0.0,tutorial_v2_test,treatment
player_13450,2024-01-01 00:01:00,install,f42200e4-edad-450b-9d8e-7e173e22c032,,0.0,tutorial_v2_test,treatment
player_16269,2024-01-01 00:01:00,install,c0bcdda2-2827-44d6-8df2-38667867e291,,0.0,tutorial_v2_test,control
player_5236,2024-01-01 00:01:00,install,78c71268-8c4c-4d5d-a4e8-2af20b37fd8b,,0.0,tutorial_v2_test,treatment
player_16378,2024-01-01 00:01:00,install,98d2d585-a027-46c0-b46a-b202eccfbc44,,0.0,tutorial_v2_test,treatment
player_580,2024-01-01 00:01:00,install,2d8019f5-6563-40c4-af36-27ac6627c34c,,0.0,tutorial_v2_test,treatment
player_16106,2024-01-01 00:01:00,install,4685e0c2-f95d-4e96-923e-ea76419d752f,,0.0,tutorial_v2_test,treatment
player_3336,2024-01-01 00:01:00,install,82a108e5-ad58-4a3f-9d87-0e4e03beeba1,,0.0,tutorial_v2_test,treatment
player_15812,2024-01-01 00:01:00,install,acfb1db4-b664-4edb-b50e-5553ed950e13,,0.0,tutorial_v2_test,control
player_11575,2024-01-01 00:01:00,install,12ceb9e5-8182-4af1-a143-f6ce1f3a12a6,,0.0,tutorial_v2_test,control
player_3432,2024-01-01 00:01:00,install,ff4fe9a3-2a9a-4c14-ac54-c8907fbbfeed,,0.0,tutorial_v2_test,control
player_7085,2024-01-01 00:01:00,install,813aa420-1e1e-44cb-97cd-64ab44e12802,,0.0,tutorial_v2_test,treatment
player_11006,2024-01-01 00:01:00,install,8041b464-659e-43fd-a2d0-65e646de7f05,,0.0,tutorial_v2_test,treatment
player_16578,2024-01-01 00:01:00,install,30e15752-a105-4e05-beff-0b91f57eb19a,,0.0,tutorial_v2_test,control
player_19968,2024-01-01 00:02:00,install,0889d6e9-9826-44cf-a843-d7032dde1947,,0.0,tutorial_v2_test,treatment
player_13751,2024-01-01 00:02:00,install,93b23349-13ca-421e-ae51-ba2ab5d481c8,,0.0,tutorial_v2_test,treatment
player_5785,2024-01-01 00:02:00,install,3b13d2b5-8f63-4983-8aff-7eeeeadd2540,,0.0,tutorial_v2_test,treatment
player_13012,2024-01-01 00:02:00,install,672c3feb-7050-4587-9d69-9b5076f88276,,0.0,tutorial_v2_test,control
player_9416,2024-01-01 00:02:00,install,07e230b3-704f-4036-8fb2-64504692e63b,,0.0,tutorial_v2_test,treatment
player_838,2024-01-01 00:02:00,install,281daeff-08f0-46d5-8a75-41fdf581e875,,0.0,tutorial_v2_test,control
player_7917,2024-01-01 00:02:00,install,a5b65fb6-ab43-4da0-9550-140bd5879051,,0.0,tutorial_v2_test,control
player_11994,2024-01-01 00:02:00,install,5816f9cc-9813-4bd5-8a70-c4a0d8ec9d42,,0.0,tutorial_v2_test,control
player_12176,2024-01-01 00:02:00,install,9e25488b-d3f0-4959-b026-8bf7bbe6f13e,,0.0,tutorial_v2_test,control
player_16275,2024-01-01 00:02:00,install,fcc86e7d-462a-403d-87d9-1192c8a0a5e2,,0.0,tutorial_v2_test,control
player_12053,2024-01-01 00:02:00,install,59fa2612-a933-4150-bce5-885262a04f71,,0.0,tutorial_v2_test,control
player_17262,2024-01-01 00:03:00,install,0f2f2628-87bf-407d-9a69-20e8e214b26d,,0.0,tutorial_v2_test,control
player_14511,2024-01-01 00:03:00,install,d1f6bc51-dad1-4e7c-8d11-8e78b35fa2ef,,0.0,tutorial_v2_test,treatment
player_12639,2024-01-01 00:03:00,install,d0c5fc0e-2a45-44b5-b65d-39c4269c651d,,0.0,tutorial_v2_test,control
player_2245,2024-01-01 00:03:00,install,0967adda-42a4-44d0-a556-730ebdf6705e,,0.0,tutorial_v2_test,treatment
player_4558,2024-01-01 00:03:00,install,595ea3b7-f4e1-4d1b-bd9f-97d07d42d64f,,0.0,tutorial_v2_test,treatment
player_19687,2024-01-01 00:03:00,install,92d4fad9-4d6a-4a63-a1c0-93ae82290971,,0.0,tutorial_v2_test,treatment
player_6263,2024-01-01 00:03:00,install,892f49c0-7bd1-4886-83b1-66adf00a2952,,0.0,tutorial_v2_test,control
player_12884,2024-01-01 00:03:00,install,88571817-75d6-4289-a2c7-9379946fc9cf,,0.0,tutorial_v2_test,treatment
player_16586,2024-01-01 00:03:00,install,eae83ac0-d490-4c28-8289-3556bc286bd4,,0.0,tutorial_v2_test,control
player_13076,2024-01-01 00:03:00,install,0458d6db-8d59-4f8c-8aa1-5a250efad54b,,0.0,tutorial_v2_test,control
player_5422,2024-01-01 00:03:00,install,e9df413b-5fac-4a63-83eb-5828b2402bb9,,0.0,tutorial_v2_test,control
player_5706,2024-01-01 00:03:00,install,79dc641a-5e8b-4a28-9f09-a3354786a79c,,0.0,tutorial_v2_test,control
player_14792,2024-01-01 00:03:00,install,64f90713-6a1c-4415-b362-97a3d7e5af21,,0.0,tutorial_v2_test,treatment
player_1190,2024-01-01 00:03:00,install,62b31da0-4a9d-40bf-a038-5ab30758d4c5,,0.0,tutorial_v2_test,treatment
player_17350,2024-01-01 00:03:00,install,65bd7061-4c9f-486d-9f5f-115f499fbec7,,0.0,tutorial_v2_test,control
player_17503,2024-01-01 00:04:00,install,f987c3ba-fd89-445c-9f4e-12936bb823f4,,0.0,tutorial_v2_test,treatment
player_13192,2024-01-01 00:04:00,install,232c4220-80d8-4982-980a-aa8e3f7e8320,,0.0,tutorial_v2_test,treatment
player_5141,2024-01-01 00:04:00,install,673cd008-2b54-473d-af41-32d7cf9be10b,,0.0,tutorial_v2_test,treatment
player_4121,2024-01-01 00:04:00,install,bf67ac80-43e3-4d61-8083-ec694b0d8840,,0.0,tutorial_v2_test,control
player_1689,2024-01-01 00:04:00,install,879c141d-e2c0-494f-8505-cbacec5bee23,,0.0,tutorial_v2_test,control
player_7036,2024-01-01 00:04:00,install,5490543f-9e46-47ba-b57c-d206605ef231,,0.0,tutorial_v2_test,treatment
player_8596,2024-01-01 00:04:00,install,a998cdca-4fb4-40aa-8819-cc6080bf8ef1,,0.0,tutorial_v2_test,control
